make,year,category,odometer,city,state,price,link
Freightliner M2106 ,2015,Rear Loader,"258,109",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16197709/2015-Freightliner-M2106
Freightliner CASCADIA CA125SLP ,2015,Sleeper Truck,Condition:,Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16200102/2015-Freightliner-CASCADIA-CA125SLP
Peterbilt 579 ,2015,Sleeper Truck,"525,282",Roanoke,AL,"60,000",https://www.soarr.com/for-sale/trucks/specs/16177333/2015-Peterbilt-579
International Prostar ,2015,Sleeper Truck,"585,281",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16202049/2015-International-Prostar
International Prostar ,2015,Sleeper Truck,"615,310",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16200810/2015-International-Prostar
Volvo VNL670 ,2015,Sleeper Truck,Condition:,Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16200953/2015-Volvo-VNL670
Volvo VNL ,2015,Day Cab,"327,808",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16199666/2015-Volvo-VNL
Mack CXU613 ,2015,Day Cab,"630,730",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16201178/2015-Mack-CXU613
Freightliner CASCADIA CA125SLP ,2015,Sleeper Truck,"589,581",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16177338/2015-Freightliner-CASCADIA-CA125SLP
Freightliner CASCADIA ,2015,Sleeper Truck,Condition:,Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16132993/2015-Freightliner-CASCADIA
International Prostar ,2015,Sleeper Truck,"590,194",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16201983/2015-International-Prostar
Freightliner CASCADIA CA125SLP ,2015,Sleeper Truck,"1,006,997",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16197865/2015-Freightliner-CASCADIA-CA125SLP
Freightliner CASCADIA ,2015,Sleeper Truck,Condition:,Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16198017/2015-Freightliner-CASCADIA
Kenworth T680 Aerodyne ,2015,Sleeper Truck,"669,777",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16093172/2015-Kenworth-T680-Aerodyne
Ford F350 ,2015,Stake Bed,"243,816",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16192317/2015-Ford-F350
Freightliner Cascadia 125 ,2014,Sleeper Truck,"844,281",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16200473/2014-Freightliner-Cascadia-125
Volvo VNL64 ,2014,Day Cab,"581,589",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16194685/2014-Volvo-VNL64
Volvo VNL64 ,2014,Day Cab,"513,511",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16194977/2014-Volvo-VNL64
Freightliner CA12564SLP - CA ,2014,Sleeper Truck,Condition:,Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16200115/2014-Freightliner-CA12564SLP---CA
Mack CXU-613 ,2014,Sleeper Truck,Condition:,Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16202299/2014-Mack-CXU-613
Freightliner CASCADIA CA125SLP ,2014,Sleeper Truck,"579,512",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16138319/2014-Freightliner-CASCADIA-CA125SLP
Freightliner CASCADIA ,2014,Sleeper Truck,"122,591",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16199616/2014-Freightliner-CASCADIA
Freightliner CASCADIA CA125SLP ,2014,Sleeper Truck,"1,100,024",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16200707/2014-Freightliner-CASCADIA-CA125SLP
Freightliner Cascadia 125 ,2013,Sleeper Truck,Condition:,Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16201257/2013-Freightliner-Cascadia-125
Ford F750 ,2013,Rollback,"467,088",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16200103/2013-Ford-F750
Volvo VNL64 ,2013,Sleeper Truck,"471,707",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16194422/2013-Volvo-VNL64
International 4300 ,2013,Day Cab,Condition:,Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16200756/2013-International-4300
Freightliner 2500 REEFER VAN ,2013,Refrigerated Van,"163,992",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16194294/2013-Freightliner-2500-REEFER-VAN
Isuzu NPR ,2013,Water Truck,Condition:,Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16137492/2013-Isuzu-NPR
Volvo VNL670 ,2013,Sleeper Truck,"990,133",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16199891/2013-Volvo-VNL670
Freightliner CASCADIA ,2013,Sleeper Truck,"564,752",Roanoke,AL,"37,500",https://www.soarr.com/for-sale/trucks/specs/16202475/2013-Freightliner-CASCADIA
Ford F750 ,2012,Box Van,"176,840",Roanoke,AL,"33,900",https://www.soarr.com/for-sale/trucks/specs/16188804/2012-Ford-F750
International 4300 ,2012,Flatbed,"266,617",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16196580/2012-International-4300
Freightliner CASCADIA ,2012,Day Cab,"321,300",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16201183/2012-Freightliner-CASCADIA
Ford F350 ,2012,Pickup,"195,134",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16197854/2012-Ford-F350
International DuraStar ,2012,Box Van,"269,884",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16201050/2012-International-DuraStar
Freightliner CA125DC ,2012,Day Cab,"672,057",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16170228/2012-Freightliner-CA125DC
Ram BIG HORN 3500 ,2012,Car Carrier,"255,760",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16184794/2012-Ram-BIG-HORN-3500
Peterbilt 579 ,2012,Sleeper Truck,"802,719",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16197786/2012-Peterbilt-579
Freightliner Columbia Glider ,2012,Sleeper Truck,"1,162,065",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16191763/2012-Freightliner-Columbia-Glider
Silverado 3500HD ,2012,Vocational,"138,099",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16170111/2012-Silverado-3500HD
Volvo VNL ,2012,Sleeper Truck,"543,391",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16197474/2012-Volvo--VNL
International 4300 ,2012,Box Van,Condition:,Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16196928/2012-International-4300
Freightliner M2 ,2012,Box Van,"352,098",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16198499/2012-Freightliner-M2
Isuzu NPR ,2011,Box Van,"153,265",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16196588/2011-Isuzu-NPR
International Prostar ,2011,Sleeper Truck,"706,378",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16178507/2011-International-Prostar
Peterbilt 379EXHD ,2011,Sleeper Truck,"773,489",Roanoke,AL,"59,500",https://www.soarr.com/for-sale/trucks/specs/16183876/2011-Peterbilt-379EXHD
International 4300 ,2011,Flatbed,Condition:,Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16201115/2011-International-4300
International Prostar ,2011,Sleeper Truck,"752,774",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16198721/2011-International-Prostar
Freightliner CASCADIA CA125SLP ,2011,Day Cab,Condition:,Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16179790/2011-Freightliner-CASCADIA-CA125SLP
International DuraStar ,2011,Box Van,"182,974",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16196589/2011-International-DuraStar
Freightliner M2 ,2010,Rail Service Truck,"145,224",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16197861/2010-Freightliner-M2
Freightliner CST120 ,2009,Sleeper Truck,"1,136,840",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16199881/2009-Freightliner-CST120
Peterbilt 335 ,2009,Fuel / Lube Truck,"274,563",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16200991/2009-Peterbilt-335
Freightliner Coronado ,2009,Sleeper Truck,Condition:,Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16195006/2009-Freightliner-Coronado
Ford F550 ,2009,Flatbed Dump,Condition:,Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16200508/2009-Ford-F550
Volvo VNL ,2009,Sleeper Truck,"694,197",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16199882/2009-Volvo--VNL
Mack CXU-613 ,2009,Sleeper Truck,"942,874",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16192229/2009-Mack-CXU-613
Mack CXU-613 ,2009,Sleeper Truck,"779,799",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16192247/2009-Mack-CXU-613
Ford F550 SERVICE BODY ,2008,Service Truck,"160,281",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16194978/2008-Ford-F550-SERVICE-BODY
Peterbilt 365 ,2008,Material Handler Crane,"55,958",Roanoke,AL,"55,000",https://www.soarr.com/for-sale/trucks/specs/16197917/2008-Peterbilt-365
Sterling A9500 ,2008,Day Cab,"661,531",Roanoke,AL,"23,900",https://www.soarr.com/for-sale/trucks/specs/16179951/2008-Sterling-A9500
International DF597 ,2008,Crane Truck,"396,421",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16193962/2008-International-DF597
Volvo ,2008,Day Cab,Condition:,Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16193209/2008-Volvo
Sterling A9500 ,2008,Day Cab,"661,531",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16195265/2008-Sterling-A9500
Chevrolet 1500 ,2007,Pickup,"141,180",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16200503/2007-Chevrolet-1500
International MH025 ,2007,Box Truck,"319,942",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16197602/2007-International-MH025
Sterling Acterra ,2007,Dump Truck,"142,187",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16195000/2007-Sterling-Acterra
International 4300 ,2007,Cab & Chassis,"381,969",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16197691/2007-International-4300
International TranStar ,2007,Day Cab,"652,062",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16200571/2007-International-TranStar
Chevrolet C7500 ,2007,Box Van,"272,812",Roanoke,AL,"13,500",https://www.soarr.com/for-sale/trucks/specs/16197844/2007-Chevrolet-C7500
Freightliner CL 120 SINGLE AXLE DAY CAB ,2007,Day Cab,"203,266",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16194308/2007-Freightliner-CL-120-SINGLE-AXLE-DAY-CAB
Peterbilt 379 ,2007,Dump Truck,"669,951",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16199872/2007-Peterbilt-379
International 7600 ,2006,Fuel Truck,"13,802",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16201074/2006-International-7600
International 4300 ,2006,Box Van,Condition:,Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16196929/2006-International-4300
Ford F350 ,2006,Pickup,"87,800",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16193956/2006-Ford-F350
International 9400i ,2006,Sleeper Truck,"931,946",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16198963/2006-International-9400i
GMC C4500 ,2006,Dump Truck,"94,786",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16197599/2006-GMC-C4500
Sterling ACTERRA 24 FT FLATBED ,2006,Flatbed,"628,488",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16197692/2006-Sterling-ACTERRA-24-FT-FLATBED
Volvo VNL630 ,2006,Sleeper Truck,"1,145,943",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16194421/2006-Volvo-VNL630
Peterbilt 387 ,2005,Sleeper Truck,Condition:,Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16197855/2005-Peterbilt-387
Isuzu NPR ,2005,Box Van,"214,309",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16194428/2005-Isuzu-NPR
Freightliner M2 ,2005,Refrigerated Van,"333,774",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16176115/2005-Freightliner-M2
Chevrolet ,2004,Box Van,"388,425",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16197705/2004-Chevrolet
Freightliner CL120 ,2004,Fuel Truck,"453,317",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16194604/2004-Freightliner-CL120
Peterbilt 387 ,2004,Sleeper Truck,"2,054,885",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16199247/2004-Peterbilt-387
Isuzu NPR ,2004,Box Van,"141,421",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16196584/2004-Isuzu-NPR
Chevrolet 3500 Silverado 3/4 Ton Pickup ,2004,Service Truck,"152,949",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16197600/2004-Chevrolet-3500-Silverado-3%252F4-Ton-Pickup
Ford F650 ,2004,Flatbed Dump,"212,031",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16201108/2004-Ford-F650
Sterling M6500 ACTERRA ,2003,Flatbed,"248,376",Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16193258/2003-Sterling-M6500-ACTERRA
Mack CV713 ,2003,Roll-Off,Condition:,Roanoke,AL,0,https://www.soarr.com/for-sale/trucks/specs/16197681/2003-Mack-CV713
